NAME,USER_ID,HOURS_DATASCIENCE,HOURS_BACKEND,HOURS_FRONTEND,HOURS_IA,HOURS_BDD,NUM_COURSES_BEGINNER_DATASCIENCE,NUM_COURSES_BEGINNER_BACKEND,NUM_COURSES_BEGINNER_FRONTEND,NUM_COURSES_BEGINNER_IA,NUM_COURSES_BEGINNER_BDD,NUM_COURSES_ADVANCED_DATASCIENCE,NUM_COURSES_ADVANCED_BACKEND,NUM_COURSES_ADVANCED_FRONTEND,NUM_COURSES_ADVANCED_IA,NUM_COURSES_ADVANCED_BDD,AVG_SCORE_DATASCIENCE,AVG_SCORE_BACKEND,AVG_SCORE_FRONTEND,AVG_SCORE_IA,AVG_SCORE_BDD,NB_CLICKS_DATASCIENCE,NB_CLICKS_BACKEND,NB_CLICKS_FRONTEND,NB_CLICKS_IA,NB_CLICKS_BDD,ORIENTATION,FAV_COURS,HAT_COURS,PROFILE
Clyde Ross,59559610,62,27,15,56.79150408,9.225198375,7,3,6,2,0,2,3,3,0,0,50,75,73,29.77353633,74.38037392,555,71,116,119,89,PRACTICE,DATASCIENCE,BDD,intermediate_datascience
Claudia King,74218100,92,40,34,27.40220104,15.89430179,7,3,5,1,2,5,6,3,2,2,58,55,70,50.21482663,24.30008454,75,102,119,50,122,THEORY,DATASCIENCE,BDD,intermediate_datascience
Virginia Knox,50624224,31,52,0,29.44377996,19.39386498,1,6,1,1,2,1,5,2,0,1,85,79,55,45.40001361,18.11815175,255,380,0,17,0,THEORY,BACKEND,BDD,intermediate_backend
Thelma Dejesus,14568506,35,29,12,5.308343613,11.92318913,7,4,4,1,1,3,5,4,1,0,68,70,85,0.610946603,34.34119318,116,27,53,32,40,THEORY,DATASCIENCE,IA,intermediate_datascience
James Mazurek,49476217,42,18,48,3.442688659,12.78060058,0,4,6,0,2,2,3,3,2,2,72,88,84,61.54040655,78.99365706,103,163,219,28,4,THEORY,FRONTEND,IA,intermediate_frontend
Thomas Romain,43028570,38,77,41,16.40138966,18.90967023,1,3,4,1,0,2,7,5,0,2,74,48,79,67.99122903,32.73041183,211,597,179,87,143,PRACTICE,BACKEND,BDD,intermediate_backend
Marvel Blevins,53038412,22,74,72,18.22310531,1.374594087,2,0,1,2,2,7,2,2,2,1,77,80,78,67.24269767,49.52368505,81,476,598,33,13,PRACTICE,BACKEND,BDD,intermediate_backend
Jose Rock,31313357,23,46,23,10.888686,22.52530536,7,2,8,2,2,6,4,8,1,2,84,61,62,15.97383211,42.43782417,214,154,155,82,64,PRACTICE,DATASCIENCE,IA,intermediate_datascience
Michelle Booth,43193316,90,24,0,74.63580098,10.75898986,0,5,5,0,1,1,2,2,2,1,50,48,53,49.52736372,7.329341174,7,139,0,267,32,THEORY,DATASCIENCE,BDD,intermediate_datascience
Seth Mcdermott,92568908,48,74,26,35.02496668,4.444809248,5,3,6,0,2,5,6,4,1,2,56,70,72,53.83334698,26.68936792,267,348,66,97,15,THEORY,BACKEND,BDD,intermediate_backend
Margaret Neff,58581214,69,81,38,14.45055864,10.83791352,2,0,5,0,2,7,0,7,1,0,61,67.18730557,72,52.23894657,12.92395108,464,630,46,5,75,PRACTICE,BACKEND,BDD,intermediate_backend
Lillian Mundy,54758224,45,71,40,42.69967312,36.20438352,4,2,4,0,0,6,2,5,0,0,72,62,60,41.85501663,58.85392897,356,429,247,205,227,PRACTICE,BACKEND,IA,intermediate_backend
Claire Leech,97468612,53,50,55,3.221401937,11.737538,3,3,5,2,1,4,7,0,1,0,63,60,64,12.48324937,11.67506245,41,465,227,8,55,THEORY,FRONTEND,IA,intermediate_frontend
Colleen Schmidt,22756348,10,28,21,8.982797075,24.57275224,4,4,4,0,1,5,3,2,1,2,87,61,55,16.85315247,11.07960932,63,113,82,42,36,THEORY,DATASCIENCE,IA,intermediate_datascience
Tanya Coleman,36215529,21,47,34,6.393312429,8.144746864,4,6,3,0,1,0,10,0,2,0,74,63,78,38.3929514,57.09870516,112,145,209,37,36,THEORY,FRONTEND,IA,intermediate_frontend
James Brackeen,87137762,19,15,45,9.50281358,0.301839478,2,1,8,0,1,6,3,1,1,1,72,70,47,64.2628827,66.44011911,65,141,414,61,1,PRACTICE,FRONTEND,BDD,intermediate_frontend
Carrie Viverette,62041640,0,18,46,0,8.056147849,0,4,5,0,1,3,6,4,1,0,40,66,46,15.31547446,47.0029177,0,88,129,0,13,THEORY,FRONTEND,IA,intermediate_frontend
Michael Alaniz,41797322,30,36,51,5.155036708,35.50187198,5,4,3,2,1,4,9,3,1,0,86,55,58,42.48387644,54.91663446,172,68,343,22,165,THEORY,DATASCIENCE,IA,intermediate_datascience
Stanley Few,28438519,25,57,51,8.95367166,36.130734,3,4,2,1,1,5,5,5,1,2,62,85,69,25.99011181,4.283580762,201,32,368,63,21,THEORY,BACKEND,IA,intermediate_backend
Thomas Bryant,39746270,58,44,26,11.1901973,15.57730774,0,6,2,0,2,5,8,1,0,1,57,55,71,42.08435195,39.56904321,209,238,55,29,27,THEORY,DATASCIENCE,IA,intermediate_datascience
Tiffany Harjo,73053430,89,39,3,18.14589632,0.657852447,2,7,4,2,0,2,3,3,2,1,60,56,49,5.939847005,10.49273157,16,217,28,34,1,THEORY,DATASCIENCE,BDD,intermediate_datascience
Donald Haid,87343335,41,24,36,7.669330277,11.63876255,2,4,2,1,1,3,6,4,2,0,57,90,76,41.04596626,33.87557944,383,199,145,35,35,PRACTICE,BACKEND,BDD,intermediate_backend
Jennifer Russell,18620639,44,24,28,21.51676474,4.955184051,4,2,4,2,2,4,4,7,1,1,77,83,93,60.47292518,24.4048297,396,54,233,66,40,PRACTICE,DATASCIENCE,BDD,intermediate_datascience
Helen Stange,444476,5,29,21,3.989656838,18.78486848,1,2,3,1,2,1,7,2,0,0,81,60,64,57.92803873,52.1408415,38,237,178,32,22,PRACTICE,BACKEND,IA,intermediate_backend
Mary Tripp,42375623,7,0,42,3.982790236,0,0,2,4,2,0,5,4,3,0,1,70,97,75,47.39398172,11.38865394,26,0,377,22,0,PRACTICE,FRONTEND,BDD,intermediate_frontend
David Davila,86614325,75,53,36,66.99049414,14.0563301,3,7,5,0,1,2,3,3,1,2,64,44,44,24.98162138,13.59448106,90,3,150,20,27,THEORY,DATASCIENCE,BDD,intermediate_datascience
Robert Musgrave,61495978,27,51,57,17.18670119,3.513019445,4,3,5,1,1,3,3,4,1,0,46,74,70,22.24484333,55.97749758,39,485,327,40,20,PRACTICE,FRONTEND,IA,intermediate_frontend
Mariah Bentley,35624302,58,55,15,39.98172671,41.52605589,6,5,4,2,0,5,5,3,2,0,41,55,71,8.685513237,41.15459899,537,31,3,240,324,PRACTICE,BACKEND,IA,intermediate_backend
Shari Weber,37011692,2,14,47,1.335214459,8.196497324,0,1,5,0,2,6,1,6,2,1,75,85,79,51.91661607,46.00648424,11,66,166,9,74,THEORY,FRONTEND,IA,intermediate_frontend
Tonya Gonzalez,33288930,55,53,13,24.72025563,44.63269122,5,3,5,0,1,5,8,4,2,0,47,56,60,9.82536877,45.52617886,87,395,117,19,415,PRACTICE,BACKEND,IA,intermediate_backend
Robert Golding,38866436,74,67,45,51.01107284,17.40660105,5,1,4,1,1,3,5,5,2,2,48,52,82,26.78248042,4.41517946,722,76,397,218,124,PRACTICE,FRONTEND,BDD,intermediate_frontend
Lona Dayton,87900780,25,47,26,1.742693662,30.68451704,0,4,4,2,0,3,3,7,1,0,69,78,76,51.53930519,0.377440165,134,88,127,17,140,THEORY,BACKEND,BDD,intermediate_backend
Donald Swanson,60502941,54,25,37,46.43197948,2.967012513,1,6,4,0,2,1,6,1,1,2,64,54,63,11.80544038,5.575572882,491,175,317,18,3,PRACTICE,DATASCIENCE,BDD,intermediate_datascience
Jose Dobbins,56431678,56,30,22,43.55748003,8.754297238,8,8,6,2,2,5,4,8,2,0,84,62,63,22.75252262,50.73430805,67,231,157,101,74,THEORY,DATASCIENCE,BDD,intermediate_datascience
Linda Phillips,39907551,38,48,49,9.318738413,31.51387737,1,4,9,0,2,2,3,3,2,1,72,87,75,31.61237113,43.12594773,314,85,333,33,145,PRACTICE,BACKEND,IA,intermediate_backend
Teresa Berwick,73430745,15,65,63,11.52048681,53.66278483,2,3,3,0,1,3,5,3,1,2,64,66,70,41.41772541,25.36421739,48,247,541,41,131,THEORY,FRONTEND,IA,intermediate_frontend
Whitley Dahl,71445870,38,61,17,0.480418853,19.57645561,6,4,5,0,2,3,5,1,2,1,60,61,61,19.39385425,14.29624664,229,71,123,2,137,THEORY,BACKEND,IA,intermediate_backend
Willie Carroll,61743632,0,34,57,0,27.16102092,0,4,4,1,0,1,6,4,1,0,37,64,43,6.579592215,8.309099555,0,187,445,0,36,PRACTICE,FRONTEND,IA,intermediate_frontend
Patricia Quiros,27373667,29,60,25,1.888979921,40.66514762,8,2,8,2,0,1,4,1,2,0,68,80,87,10.57983867,46.34557542,135,576,182,8,66,PRACTICE,BACKEND,IA,intermediate_backend
Anthony Santos,94058891,6,52,36,4.6813615,18.13108812,3,5,5,1,0,4,5,4,1,0,73,77,66,19.18011657,49.31667706,15,227,196,26,3,THEORY,BACKEND,IA,intermediate_backend
Shanon Mansfield,67867446,49,29,0,37.03783341,25.41551119,6,2,7,1,0,0,7,4,0,1,60,69,62,24.27654098,3.447568697,268,243,0,361,103,PRACTICE,DATASCIENCE,BDD,intermediate_datascience
Jacqueline Ross,93316423,45,45,44,36.61362107,22.91530797,4,4,3,1,2,3,5,2,1,1,61,43,68,5.669653215,3.131960188,289,191,368,26,110,PRACTICE,FRONTEND,BDD,intermediate_frontend
Angela Purvis,11633148,47,32,68,0.210639586,20.74389832,1,2,6,1,0,5,5,1,0,0,78,82,64,74.26746247,59.74199668,199,105,607,0,57,PRACTICE,FRONTEND,IA,intermediate_frontend
Christena Kenny,96114205,45,23,24,22.5554727,11.39952086,4,7,3,1,1,5,3,4,0,0,77,75,60,76.92090517,32.64028778,72,15,25,177,86,THEORY,DATASCIENCE,BDD,intermediate_datascience
Forrest Farnham,20204060,40,74,5,28.1934479,33.50127708,6,5,3,0,1,0,6,2,2,2,68,58,61,59.2436717,18.35490621,281,220,48,116,238,PRACTICE,BACKEND,BDD,intermediate_backend
Ira Brannon,23402353,41,26,32,6.371446278,22.04742065,6,3,2,0,1,3,5,5,0,0,77,46,50,63.71165415,22.24463413,306,204,122,56,17,PRACTICE,DATASCIENCE,BDD,intermediate_datascience
Teresa Carpenter,52974719,0,17,44,0,5.009975056,5,2,8,0,2,2,0,4,2,2,64,60,62,27.464231,11.69888137,0,99,412,0,1,PRACTICE,FRONTEND,BDD,intermediate_frontend
Daphne Alvarado,47765333,85,50,35,7.149358441,1.831461118,3,7,9,1,2,0,7,4,0,1,59,42,58,19.88674656,1.091448675,481,114,95,43,9,THEORY,DATASCIENCE,BDD,intermediate_datascience
Vaughn Maroon,93284973,68,95,0,12.33015822,83.57935114,10,0,8,0,2,4,6,3,0,0,73,59,87,31.59876069,20.53140153,282,139,0,36,580,THEORY,BACKEND,IA,intermediate_backend
Cassandra Brown,81644352,85,49,61,40.44272927,40.4261737,4,2,1,0,2,2,5,3,2,1,44,70,64,0.830893854,22.87927009,405,369,489,273,253,PRACTICE,DATASCIENCE,IA,intermediate_datascience
Steven Killam,87743763,61,59,39,39.86747431,21.627068,4,3,5,0,0,2,5,5,1,0,58,69,72,9.265318225,27.76458098,291,14,254,281,158,THEORY,BACKEND,IA,intermediate_backend
April Andrus,82344072,66,60,57,9.627362379,11.12706832,4,0,0,1,0,8,5,2,2,2,60,90,95,32.7857105,45.36699444,652,551,116,6,23,PRACTICE,FRONTEND,IA,intermediate_frontend
Shawn Fleckenstein,11743739,5,35,67,0.926116654,23.64367751,4,2,8,2,0,0,1,4,0,2,55,78,76,50.99184086,62.40583548,25,165,654,8,173,PRACTICE,FRONTEND,IA,intermediate_frontend
Guadalupe Gallimore,17756212,45,5,41,9.200086518,0.393804518,2,5,1,2,0,6,4,2,2,0,63,67,70,58.42034611,60.63888478,157,19,112,50,3,THEORY,FRONTEND,BDD,intermediate_frontend
Mike Cygan,62017936,60,35,53,14.32204828,14.83141644,2,2,8,0,0,0,4,5,2,2,53,48,59,37.86302896,8.533776245,579,39,511,8,107,PRACTICE,DATASCIENCE,BDD,intermediate_datascience
Charles Litzenberg,50264100,26,57,44,5.890400062,4.894152328,6,3,4,1,0,4,1,3,0,0,80,70,91,38.79189554,27.83035346,4,392,113,19,39,THEORY,FRONTEND,BDD,intermediate_frontend
Julie Silbaugh,18756575,40,18,58,15.80596434,10.76237416,4,6,2,2,1,4,8,3,0,1,68,59,66,18.1974035,1.388174037,366,94,97,74,10,THEORY,FRONTEND,BDD,intermediate_frontend
Elizabeth Smith,57994154,42,60,81,27.45916534,1.632503029,4,4,10,0,2,0,1,3,0,1,52,100,99,21.52945677,64.588215,386,238,495,194,14,PRACTICE,FRONTEND,IA,intermediate_frontend
Long Ralph,69879795,25,13,47,10.95079458,8.180098883,0,3,7,1,2,4,5,4,2,2,78,65,59,76.82407382,22.62805501,182,71,313,22,68,PRACTICE,FRONTEND,BDD,intermediate_frontend
Richard Vanderwal,90580266,40,54,45,31.03895635,36.35310096,3,3,4,2,0,1,2,3,2,1,79,58,100,67.71982011,25.03010596,8,290,94,29,280,THEORY,FRONTEND,BDD,intermediate_frontend
Heather Adams,15434715,37,76,29,26.61293472,37.02298007,3,1,3,2,1,5,4,2,2,2,72,91,78,34.8846276,6.073375944,69,313,100,79,257,THEORY,BACKEND,BDD,intermediate_backend
Catherine Matthews,77457794,51,56,25,6.452872617,9.800410441,5,0,7,1,0,3,6,5,1,0,59,52,76,50.36079912,43.8442006,91,292,119,49,29,THEORY,DATASCIENCE,BDD,intermediate_datascience
Arthur Ryan,37880112,44,32,2,2.149031426,3.244606036,5,3,6,2,0,4,7,5,2,2,94,51,60,70.26677152,37.3521129,427,24,18,12,3,PRACTICE,DATASCIENCE,BDD,intermediate_datascience
Shayna Nichols,43591791,13,44,58,11.41324033,13.78486332,4,6,3,0,0,0,5,2,1,2,49,84,33,19.77332357,13.60993938,88,53,130,3,69,THEORY,BACKEND,BDD,intermediate_backend
Donna Torain,41941491,62,72,29,4.949526127,33.49488093,6,2,3,0,2,5,7,1,0,0,54,68,79,26.68063056,0.393036911,306,426,238,3,287,PRACTICE,BACKEND,IA,intermediate_backend
Jarvis Hermosillo,90372540,65,83,94,9.642046747,53.3032903,7,3,6,1,2,4,2,2,1,1,18,66,58,8.343612484,7.709299212,262,150,311,77,299,THEORY,FRONTEND,IA,intermediate_frontend
Roxanne Kent,87940483,10,80,69,0.221332756,0.100010201,5,3,1,1,1,2,6,2,2,1,92,64,43,1.335249657,31.43719172,37,235,288,1,0,THEORY,BACKEND,IA,intermediate_backend
Tracy Patwell,50352116,80,49,31,50.26690922,34.84213204,5,4,4,0,1,1,5,5,0,1,57,68,87,18.3173468,55.21734777,789,228,217,54,159,PRACTICE,DATASCIENCE,IA,intermediate_datascience
Hattie Peters,8992194,51,18,67,29.70089872,12.82881478,5,4,5,1,0,3,6,0,1,2,69,59,71,2.674549247,42.46277298,395,14,646,172,107,PRACTICE,FRONTEND,IA,intermediate_frontend
Vanessa Paviolitis,64453556,31,70,36.93659928,30.59401366,31.11764645,2,6,3,2,1,5,4,2,0,0,86,76,72,76.10292648,48.51408272,154,116,134,298,175,THEORY,BACKEND,BDD,intermediate_backend
Fannie Patterson,18007196,58,11,48,51.44207899,3.777470903,4,3,2,2,1,1,6,3,0,1,60,42,61,35.19272203,33.55312023,444,52,156,212,12,PRACTICE,DATASCIENCE,BDD,intermediate_datascience
Mark Mcwhorter,57788213,49,3,56,20.1313157,2.526925694,2,5,1,2,1,7,1,2,1,2,64,90,76,25.86060871,46.05807984,148,23,399,96,24,PRACTICE,FRONTEND,IA,intermediate_frontend
Everett Vinz,76206465,23,16,69,8.546474341,12.55339971,1,3,6,2,0,0,3,4,0,2,61,67,77,6.07845034,44.58907395,52,94,86,25,111,THEORY,FRONTEND,IA,intermediate_frontend
Edith Snavely,28480450,3,38,40,0.890556103,37.36449136,6,5,7,1,0,4,5,10,0,2,69,85,80,2.80538794,70.96326289,0,245,261,0,207,PRACTICE,BACKEND,IA,intermediate_backend
Diana Dupuis,88507045,45,34,36,6.858311402,12.64564738,5,3,4,2,2,3,7,5,2,0,59,89,62,15.1139639,49.34147694,32,212,215,51,91,THEORY,BACKEND,IA,intermediate_backend
Rex Vajgrt,56238328,8,24,62,1.104669253,21.76398252,4,2,6,1,0,2,0,4,0,0,62,57,51,24.54004456,34.50567732,23,238,571,5,75,PRACTICE,FRONTEND,IA,intermediate_frontend
Mark Braddock,49582199,13,58,29,1.719688204,5.069309382,5,4,2,0,2,1,1,6,1,2,79,92,71,47.30444746,57.24576861,115,259,212,3,1,PRACTICE,BACKEND,IA,intermediate_backend
Denise Marion,54094080,0,81,46,0,33.32875137,1,6,2,2,1,6,5,5,1,1,73,72,90,25.69926713,66.89911346,0,622,118,0,254,PRACTICE,BACKEND,IA,intermediate_backend
Rose Phillips,44483118,51,12,29,12.26611416,5.584489425,4,4,6,1,1,1,3,0,2,2,53,95,68,25.50405286,43.21490466,310,76,209,25,43,PRACTICE,BACKEND,IA,intermediate_backend
Simone Larue,93357350,63,61,11,19.32012371,26.89333329,4,3,3,0,0,6,1,4,2,1,61,51,82,41.47469394,4.617927142,13,281,29,69,150,THEORY,DATASCIENCE,BDD,intermediate_datascience
Jeffrey Dahlgren,97996056,60,32,31,57.69473826,20.00314203,5,7,4,2,2,6,5,4,1,2,67,75,68,2.929162026,65.30595149,522,223,198,41,80,PRACTICE,DATASCIENCE,IA,intermediate_datascience
David Bryant,22272433,52,9,0,30.08060905,1.53187055,5,4,3,2,1,4,5,7,1,0,78,56,60,40.93790315,3.129722634,139,0,0,133,7,THEORY,DATASCIENCE,BDD,intermediate_datascience
Hattie Bradshaw,42052422,39,34,71,38.51623521,29.45937384,2,3,6,2,1,2,3,3,2,1,68,88,81,19.36554115,4.059645969,214,119,580,192,31,PRACTICE,FRONTEND,BDD,intermediate_frontend
Travis Magee,10159111,57,33,36,21.23061603,18.20821261,4,4,5,1,1,1,6,2,1,0,64,63,64,50.05001918,12.29864131,353,226,29,16,155,THEORY,DATASCIENCE,BDD,intermediate_datascience
Eleanor Vaughan,7342146,45,97,39,20.59319847,87.70832616,4,8,5,1,2,8,3,3,0,0,76,72,63,24.54185323,5.286128288,342,371,187,174,159,THEORY,BACKEND,IA,intermediate_backend
Ralph Easley,73423223,62,51,39,20.12387687,0.134213845,4,5,2,0,2,5,9,0,2,0,60,40,48,10.18832669,20.87129309,130,458,159,68,0,THEORY,DATASCIENCE,BDD,intermediate_datascience
Polly Brice,44191918,46,64,58,8.412831941,40.31923927,0,6,1,2,0,6,7,4,2,0,54,42,60,42.62866746,36.7923864,317,219,174,28,265,THEORY,FRONTEND,IA,intermediate_frontend
Virginia Ensing,40950889,14,28,52,2.004305909,11.54881971,4,2,7,0,0,1,2,4,2,1,52,59,71,39.97688734,14.40361478,76,207,404,6,15,PRACTICE,FRONTEND,BDD,intermediate_frontend
Rhonda Domenice,90861257,51,77,31,48.19903909,38.89262775,4,2,4,1,1,1,4,0,2,0,52,71,69,24.1242862,3.557611803,212,69,115,409,161,THEORY,BACKEND,BDD,intermediate_backend
Anthony Janney,97351662,3,0,61,2.960432045,0,2,1,7,2,1,3,2,4,0,1,67,83,65,12.34549337,20.91774685,1,0,373,3,0,PRACTICE,FRONTEND,IA,intermediate_frontend
Elizabeth Jessup,47961600,24,34,11,1.077827916,7.723159443,4,5,7,0,0,4,4,9,2,2,68,81,66,32.16129091,23.5121031,216,138,82,8,50,PRACTICE,BACKEND,BDD,intermediate_backend
Rebecca Johnson,11096446,30,52,0,4.510376242,10.65477063,6,4,2,2,2,2,7,1,2,2,72,55,66,31.81354337,47.62168531,79,484,0,33,48,PRACTICE,BACKEND,IA,intermediate_backend
Deborah Haynes,67902971,1,78,50,0.423524092,54.83460978,4,1,5,1,2,8,2,3,1,2,59,62,76,8.678463956,40.75125734,5,229,385,1,106,THEORY,BACKEND,IA,intermediate_backend
Vickey Anderson,48705210,34,40,65,6.335338196,20.85463036,3,0,7,0,2,2,5,4,2,2,64,49,44,23.22761558,7.27045759,75,228,340,30,77,THEORY,FRONTEND,BDD,intermediate_frontend
Kelley Carter,76971202,12,73,60,4.366564724,17.05565416,3,6,2,2,0,4,5,2,1,2,87,78,73,70.8700094,22.5801512,28,536,454,8,68,PRACTICE,BACKEND,BDD,intermediate_backend
Karen Thompson,27633828,26,5,35,3.356505096,2.420093173,1,3,3,2,2,2,6,6,1,0,58,91,87,29.17560389,57.32144503,42,20,54,17,20,THEORY,FRONTEND,IA,intermediate_frontend
Adam Diaz,31595847,4,25,44,1.826047027,11.48896014,6,4,2,2,0,0,0,6,1,2,58,65,87,7.50593069,3.462283711,19,227,299,6,73,PRACTICE,FRONTEND,IA,intermediate_frontend
Selene Murray,87811850,65,69,8,17.66015005,47.70966549,6,2,6,0,1,3,7,5,0,0,49,61,73,43.34216011,41.42188914,316,410,56,108,460,PRACTICE,BACKEND,IA,intermediate_backend
Wade Haney,84212446,62,51,21,21.81811346,0.135716285,5,3,5,1,2,4,9,2,2,0,64.93900101,43,43,48.31542634,37.59349939,518,207,176,218,0,PRACTICE,DATASCIENCE,BDD,intermediate_datascience
Kimberly Hernandez,36360147,42,46,43,3.961131361,26.99097223,3,5,4,1,2,3,4,3,2,1,61,71,79,33.13478071,61.57206298,264,204,51,24,15,THEORY,FRONTEND,IA,intermediate_frontend
Bruce Taylor,32810943,61,56,46,26.11581109,33.91797643,4,4,4,0,0,4,4,4,1,0,56,69,96,14.97490317,4.080752291,214,416,322,173,94,PRACTICE,FRONTEND,BDD,intermediate_frontend
James Duncan,29245171,32,25,31,31.46424355,18.63775343,3,6,2,2,2,3,5,3,2,1,77,88,71,7.449670785,71.14598009,89,191,29,264,12,THEORY,BACKEND,IA,intermediate_backend
Susan Robertson,83335899,0,53,31,0,47.1292147,7,5,5,0,2,4,0,4,1,0,82,76,84,60.53034371,38.11136044,0,505,156,0,305,PRACTICE,BACKEND,IA,intermediate_backend
Gary Mark,94030184,36,43,72,31.55145389,18.92816128,5,3,6,0,0,2,0,5,2,2,56,91,78,35.12835758,45.53094886,88,107,601,240,48,PRACTICE,FRONTEND,BDD,intermediate_frontend
Larry Bjorklund,22744141,24,33,30,20.2367794,11.3031674,5,3,5,1,0,0,1,2,1,0,74,56,79,60.65381161,32.38516044,37,260,61,199,39,PRACTICE,FRONTEND,BDD,intermediate_frontend
Terence Burns,87666644,50,58,10,47.60292091,5.934581896,0,3,0,0,2,1,3,0,1,0,71,54,67.1104446,48.92612401,22.0558086,26,546,57,94,46,THEORY,DATASCIENCE,BDD,intermediate_datascience
Pam Dvorak,71882846,10,29,16,7.901095123,9.768239502,2,1,0,2,1,2,6,3,1,0,95,66,57,14.68087989,47.1337978,76,18,46,74,2,THEORY,DATASCIENCE,IA,intermediate_datascience
Lisa Cundiff,35240741,38,43,59,25.06467943,2.944840571,4,1,2,1,0,3,0,4,0,0,44,43,54,19.90799033,13.85173869,274,402,388,24,21,PRACTICE,FRONTEND,BDD,intermediate_frontend
Avery Sanders,96503052,49,33,49,41.97263777,26.49306678,3,8,3,1,0,3,3,1,1,2,63,66,63,19.66127327,49.31502353,305,239,325,365,218,PRACTICE,DATASCIENCE,IA,intermediate_datascience
James Walker,13585981,32,53,70,2.420629781,42.77132584,3,3,3,2,0,3,4,2,0,1,78,45,63,67.5055028,41.67855193,298,183,115,6,207,THEORY,FRONTEND,IA,intermediate_frontend
Lottie West,50397468,34,35,56,15.73624234,14.60331801,3,1,4,0,0,6,4,3,0,1,69,59,45,18.88424384,7.563119708,70,268,174,66,68,THEORY,DATASCIENCE,BDD,intermediate_datascience
Dennis Caffrey,73424916,44,35,46,43.5272745,9.087443186,4,5,5,1,0,2,4,6,1,2,51,83,51,25.2620543,36.94724501,364,299,449,264,15,PRACTICE,BACKEND,BDD,intermediate_backend
Linda Steenbergen,31800578,98,77,63,75.42081483,9.08754581,7,1,6,0,0,7,4,7,0,1,66,49,100,36.19108038,0.918246701,841,26,348,193,40,THEORY,DATASCIENCE,BDD,intermediate_datascience
Linda Grant,89399962,39,83,57,37.52093974,70.65268478,5,4,3,2,0,4,1,1,2,2,66,62,75,41.27380991,27.31092179,165,38,82,36,378,THEORY,BACKEND,IA,intermediate_backend
Victor Myers,8521427,7,30,56,5.457440493,26.32485835,3,0,10,1,2,2,2,2,0,1,61,72,60,38.75031247,31.48053083,19,212,222,25,11,THEORY,FRONTEND,IA,intermediate_frontend
Lois Bryant,636897,62,37,8,54.24268198,9.85271574,8,2,7,2,1,3,5,3,0,0,53,73,75,34.21870532,53.03403746,489,75,68,80,63,THEORY,DATASCIENCE,BDD,intermediate_datascience
Kristina Cales,22280913,80,0,61,56.52237058,0,3,4,3,1,1,3,5,4,0,0,39,51,61,13.85977191,18.07699263,287,0,196,551,0,PRACTICE,FRONTEND,BDD,intermediate_frontend
Mary Hobbs,84388006,51,58,44,38.78560223,15.00191256,5,7,2,2,1,4,3,2,0,2,70,65,69,35.4028633,57.63797229,248,105,77,365,62,THEORY,BACKEND,BDD,intermediate_backend
Carolina Gray,26454694,0,76,64,0,17.10962366,3,7,3,0,0,4,6,1,1,0,73,60,52,4.265600626,23.93034257,0,114,619,0,129,PRACTICE,BACKEND,IA,intermediate_backend
Mary Pinney,44682242,53,33,0,48.98459814,0.699865671,0,6,0,2,0,3,2,3,2,0,65,66,53,34.28531052,36.47165276,300,45,0,415,6,PRACTICE,DATASCIENCE,BDD,intermediate_datascience
Annie Stephens,89069419,30,46,42,24.75116732,26.54933321,4,6,4,2,1,5,2,8,2,2,72,92,81,44.78934366,23.88091423,269,330,150,107,202,PRACTICE,BACKEND,BDD,intermediate_backend
Edward Hilton,71429173,56,45,28,47.25755808,6.747369443,7,2,6,2,2,5,6,4,0,2,50,77,76,37.21890603,12.01542082,421,285,70,246,30,PRACTICE,BACKEND,BDD,intermediate_backend
Mable Delgado,31985692,55,26,45,37.01550055,0.321650755,4,2,5,2,0,1,3,3,2,2,64,55,64,9.427456978,36.17123199,214,194,156,59,2,THEORY,DATASCIENCE,BDD,intermediate_datascience
Christine Miller,21449009,58,52,39,17.66563693,5.452260546,2,6,2,2,1,4,5,2,1,0,41,70,52,25.415438,29.45411351,125,336,64,48,41,THEORY,BACKEND,BDD,intermediate_backend
Steven Rivera,8303802,68,14,54,2.422826087,4.392768682,3,5,3,0,1,4,6,2,0,2,61,62,71,19.9699024,38.27765329,111,40,500,19,23,THEORY,DATASCIENCE,IA,intermediate_datascience
Daisy Davidson,37399761,75,62,28,70.17413471,41.48811779,5,8,0,0,1,2,3,1,0,2,34,90,59,13.72964265,54.77744819,387,25,157,171,51,THEORY,BACKEND,IA,intermediate_backend
Allen Barr,31885941,28,17,76,16.41136977,3.444591907,2,1,6,1,1,6,4,1,0,1,67,80,56,31.81317518,39.14032457,176,98,70,150,9,THEORY,FRONTEND,BDD,intermediate_frontend
Robert Cypert,97644334,30,63,0,8.944289134,55.91820544,2,2,1,2,2,0,9,0,2,0,66,45,62,8.509697746,13.59228799,139,376,0,24,17,THEORY,BACKEND,IA,intermediate_backend
Harry Hodak,74504893,36,10,66,5.368863883,2.884884104,3,4,1,0,0,0,0,1,0,2,68,35,62,16.32005886,6.889844482,276,11,135,13,17,THEORY,FRONTEND,BDD,intermediate_frontend
Valeria Smith,92953998,33,51,37,27.37426446,16.89254076,2,4,7,2,2,0,4,3,0,1,53,65,91,3.348514915,11.84881876,71,191,137,128,55,THEORY,FRONTEND,BDD,intermediate_frontend
