NAME,USER_ID,HOURS_DATASCIENCE,HOURS_BACKEND,HOURS_FRONTEND,NUM_COURSES_BEGINNER_DATASCIENCE,NUM_COURSES_BEGINNER_BACKEND,NUM_COURSES_BEGINNER_FRONTEND,NUM_COURSES_ADVANCED_DATASCIENCE,NUM_COURSES_ADVANCED_BACKEND,NUM_COURSES_ADVANCED_FRONTEND,AVG_SCORE_DATASCIENCE,AVG_SCORE_BACKEND,AVG_SCORE_FRONTEND,PROFILE
Shayna Nichols,43591791,13,44,58,4,6,3,0,5,2,49,84,33,advanced_front_end
Donna Torain,41941491,62,72,29,6,2,3,5,7,1,54,68,79,beginner_backend
Jarvis Hermosillo,90372540,65,83,94,7,3,6,4,2,2,18,66,58,beginner_data_science
Roxanne Kent,87940483,10,80,69,5,3,1,2,6,2,92,64,43,beginner_front_end
Tracy Patwell,50352116,80,49,31,5,4,4,1,5,5,57,68,87,advanced_backend
Hattie Peters,8992194,51,18,67,5,4,5,3,6,0,69,59,71,beginner_front_end
Vanessa Paviolitis,64453556,31,70,36.93659928,2,6,3,5,4,2,86,76,72,advanced_front_end
Fannie Patterson,18007196,58,11,48,4,3,2,1,6,3,60,42,61,advanced_data_science
Mark Mcwhorter,57788213,49,3,56,2,5,1,7,1,2,64,90,76,beginner_front_end
Everett Vinz,76206465,23,16,69,1,3,6,0,3,4,61,67,77,beginner_data_science
Edith Snavely,28480450,3,38,40,6,5,7,4,5,10,69,85,80,advanced_backend
Diana Dupuis,88507045,45,34,36,5,3,4,3,7,5,59,89,62,advanced_backend
Rex Vajgrt,56238328,8,24,62,4,2,6,2,0,4,62,57,51,beginner_data_science
Mark Braddock,49582199,13,58,29,5,4,2,1,1,6,79,92,71,beginner_backend
Denise Marion,54094080,0,81,46,1,6,2,6,5,5,73,72,90,advanced_front_end
Rose Phillips,44483118,51,12,29,4,4,6,1,3,0,53,95,68,advanced_data_science
Simone Larue,93357350,63,61,11,4,3,3,6,1,4,61,51,82,advanced_backend
Jeffrey Dahlgren,97996056,60,32,31,5,7,4,6,5,4,67,75,68,beginner_front_end
David Bryant,22272433,52,9,0,5,4,3,4,5,7,78,56,60,beginner_front_end
Hattie Bradshaw,42052422,39,34,71,2,3,6,2,3,3,68,88,81,beginner_data_science
Travis Magee,10159111,57,33,36,4,4,5,1,6,2,64,63,64,beginner_front_end
Eleanor Vaughan,7342146,45,97,39,4,8,5,8,3,3,76,72,63,advanced_front_end
Ralph Easley,73423223,62,51,39,4,5,2,5,9,0,60,40,48,advanced_front_end
Polly Brice,44191918,46,64,58,0,6,1,6,7,4,54,42,60,advanced_data_science
Virginia Ensing,40950889,14,28,52,4,2,7,1,2,4,52,59,71,beginner_data_science
Rhonda Domenice,90861257,51,77,31,4,2,4,1,4,0,52,71,69,advanced_backend
Anthony Janney,97351662,3,0,61,2,1,7,3,2,4,67,83,65,beginner_data_science
Elizabeth Jessup,47961600,24,34,11,4,5,7,4,4,9,68,81,66,advanced_backend
Rebecca Johnson,11096446,30,52,0,6,4,2,2,7,1,72,55,66,advanced_data_science
Deborah Haynes,67902971,1,78,50,4,1,5,8,2,3,59,62,76,advanced_backend
Vickey Anderson,48705210,34,40,65,3,0,7,2,5,4,64,49,44,advanced_front_end
Kelley Carter,76971202,12,73,60,3,6,2,4,5,2,87,78,73,advanced_front_end
Karen Thompson,27633828,26,5,35,1,3,3,2,6,6,58,91,87,advanced_front_end
Adam Diaz,31595847,4,25,44,6,4,2,0,0,6,58,65,87,beginner_data_science
Selene Murray,87811850,65,69,8,6,2,6,3,7,5,49,61,73,advanced_data_science
Wade Haney,84212446,62,51,21,5,3,5,4,9,2,64.93900101,43,43,advanced_data_science
Kimberly Hernandez,36360147,42,46,43,3,5,4,3,4,3,61,71,79,advanced_data_science
Bruce Taylor,32810943,61,56,46,4,4,4,4,4,4,56,69,96,advanced_data_science
James Duncan,29245171,32,25,31,3,6,2,3,5,3,77,88,71,beginner_front_end
Susan Robertson,83335899,0,53,31,7,5,5,4,0,4,82,76,84,advanced_backend
Gary Mark,94030184,36,43,72,5,3,6,2,0,5,56,91,78,beginner_data_science
Larry Bjorklund,22744141,24,33,30,5,3,5,0,1,2,74,56,79,beginner_backend
Terence Burns,87666644,50,58,10,0,3,0,1,3,0,71,54,67.1104446,beginner_front_end
Pam Dvorak,71882846,10,29,16,2,1,0,2,6,3,95,66,57,beginner_front_end
Lisa Cundiff,35240741,38,43,59,4,1,2,3,0,4,44,43,54,beginner_data_science
Avery Sanders,96503052,49,33,49,3,8,3,3,3,1,63,66,63,beginner_front_end
James Walker,13585981,32,53,70,3,3,3,3,4,2,78,45,63,advanced_front_end
Lottie West,50397468,34,35,56,3,1,4,6,4,3,69,59,45,beginner_data_science
Dennis Caffrey,73424916,44,35,46,4,5,5,2,4,6,51,83,51,advanced_front_end
Linda Steenbergen,31800578,98,77,63,7,1,6,7,4,7,66,49,100,advanced_data_science
Linda Grant,89399962,39,83,57,5,4,3,4,1,1,66,62,75,advanced_backend
Victor Myers,8521427,7,30,56,3,0,10,2,2,2,61,72,60,beginner_data_science
Lois Bryant,636897,62,37,8,8,2,7,3,5,3,53,73,75,advanced_data_science
Kristina Cales,22280913,80,0,61,3,4,3,3,5,4,39,51,61,advanced_data_science
Mary Hobbs,84388006,51,58,44,5,7,2,4,3,2,70,65,69,advanced_front_end
Carolina Gray,26454694,0,76,64,3,7,3,4,6,1,73,60,52,advanced_front_end
Mary Pinney,44682242,53,33,0,0,6,0,3,2,3,65,66,53,beginner_front_end
Annie Stephens,89069419,30,46,42,4,6,4,5,2,8,72,92,81,beginner_backend
Edward Hilton,71429173,56,45,28,7,2,6,5,6,4,50,77,76,advanced_data_science
Mable Delgado,31985692,55,26,45,4,2,5,1,3,3,64,55,64,advanced_data_science
Christine Miller,21449009,58,52,39,2,6,2,4,5,2,41,70,52,advanced_front_end
Steven Rivera,8303802,68,14,54,3,5,3,4,6,2,61,62,71,advanced_front_end
Daisy Davidson,37399761,75,62,28,5,8,0,2,3,1,34,90,59,advanced_front_end
Allen Barr,31885941,28,17,76,2,1,6,6,4,1,67,80,56,beginner_data_science
Robert Cypert,97644334,30,63,0,2,2,1,0,9,0,66,45,62,beginner_backend
Harry Hodak,74504893,36,10,66,3,4,1,0,0,1,68,35,62,advanced_data_science
Valeria Smith,92953998,33,51,37,2,4,7,0,4,3,53,65,91,beginner_data_science
Dorothea Hopkins,66792659,43,60,11,4,0,2,6,2,5,70,83,74,beginner_backend
Jade David,34209845,63,32,45,1,4,2,5,2,4,65,37,39,beginner_front_end
Robert Souza,98211452,26,43,10,4,3,4,7,1,6,74,76,69,advanced_backend
Karin Jay,62191560,4,88,0,6,2,6,3,7,2,66,69,63,advanced_data_science
Lavonne Fine,13400693,43,72,0,4,1,3,4,2,7,62,82,70,beginner_backend
Sandra Wood,85454733,45,54,74,6,4,1,2,0,6,35,68,77,beginner_data_science
Hannah Johnson,82105911,56,32,0,3,4,5,0,4,4,75,45,52,beginner_front_end
Samuel Christy,73739963,24,37,60,3,5,2,3,7,1,78,84,82,beginner_backend
John Durham,74637195,31,33,36,2,4,7,6,4,0,42,75,67,beginner_data_science
Laura Armand,30285301,57,73,42,3,6,0,5,3,1,74,66,91,advanced_front_end
Scott Mcmorris,87962046,14,16,26,5,7,1,6,9,8,91,79,71,beginner_front_end
John Woods,26596056,26,20,84,1,4,5,3,5,4,74,79,73,beginner_backend
Rachel Bisio,53712661,40,72,19,3,8,3,6,3,1,63,63,66,advanced_front_end
Donald Osborne,56799411,32,48,68,3,5,4,1,4,2,49,65,31,advanced_front_end
Maria Sisson,85861719,32,59,61,3,4,2,4,6,4,69,73,78,advanced_front_end
Brandon Mcnair,62888336,80,27,43,1,7,5,2,5,1,50,65,70,beginner_front_end
Joshua Mulroy,71802173,0,12,45,6,3,5,2,2,4,63,51,63,beginner_data_science
Mattie Levesque,52396067,28,45,21,4,2,0,1,8,7,89,35,37,beginner_front_end
Marcus Medina,95092770,85,25,43,4,6,4,3,1,0,50,57,56,beginner_front_end
Sarah Murph,49233769,59,86,10,4,2,5,3,3,5,53,71,68,beginner_backend
Troy Walker,90892789,20,51,23,4,5,3,0,8,2,67,52,60,beginner_backend
Barbara Healey,42678181,10,26,54,4,5,0,3,8,2,71,71,84,beginner_backend
Monica Gibson,54981313,28,49,39,5,1,2,8,4,3,69,68,88,advanced_backend
David Clifford,7617988,51,32,26,3,2,1,4,2,2,70,51,49,beginner_front_end
William Hunt,999660,64,32,40,4,6,6,4,4,3,72,65,66,beginner_front_end
Irmgard Books,37432196,12,45,13,3,1,2,5,4,1,82,78,72,beginner_backend
Bernard Vest,84734229,57,85,49,6,1,3,3,7,1,53,84,85,beginner_backend
Tiffany Maurer,54104879,48,54,0,10,2,7,0,5,2,63,82,86,advanced_data_science
Mark Carlyle,66042759,13,87,52,4,5,4,4,5,4,65,74,52,advanced_front_end
Bessie Bledsoe,79614282,40,52,9,0,2,0,0,7,2,64.93900101,34,32,beginner_front_end
Joshua Boettcher,92003256,46,81,8,4,1,5,3,7,6,72,54,89,advanced_data_science
Larry Acuff,24807170,37,28,36,4,6,2,5,4,4,80,67,60,beginner_front_end
Camille Johnson,43730271,52,57,30,3,6,3,4,5,3,43,64,80,beginner_front_end
Bonnie Jacobs,9100505,12,71,41,2,7,3,6,6,2,76,66,67,advanced_front_end
Sherry Haylett,72162820,39,33,53,4,4,4,3,2,4,65,66,74,beginner_data_science
Donald Sullivan,78738074,37,62,21,5,4,3,7,7,3,56,65,65,advanced_data_science
David Mason,19030292,10,30,4,7,4,7,6,2,5,74,71,64,advanced_backend
Estrella Jackman,87876352,58,30,61,3,5,3,3,2,2,57,40,60,advanced_data_science
Susan Vert,45031245,32,39,44,3,4,5,5,4,3,80,83,71,beginner_backend
Timothy Pickett,71256601,77,78,60,5,7,3,2,5,3,54,65,81,beginner_data_science
Cristy Chang,11236697,47,19,38,2,5,3,1,4,3,52,69,52,advanced_front_end
Pamela Yerkes,27142438,47,83,0,7,3,3,2,7,0,63,65,67,beginner_backend
Barton Cavazos,54800366,81,66,35,7,3,6,5,7,2,62,66,68,advanced_data_science
Mary Belflower,81438830,38,37,33,2,2,5,5,3,3,54,67,67,beginner_data_science
Tony Stomberg,27886898,75,57,5,7,3,4,4,4,2,78,46,88,advanced_data_science
Marvin Loynes,31346780,52,15,50,2,5,3,4,6,2,69,69,84,beginner_data_science
Lyle Whitley,51146789,39,14,52,1,6,2,5,8,5,77,58,68,beginner_front_end
Gregory Howard,16916447,65,72,37,3,0,4,6,1,4,69,95,58,beginner_backend
Eliana Gustavson,56275190,0,28,4,2,6,6,2,6,0,95,59,60,beginner_backend
Maricela Scianna,39652888,26,19,42,1,4,1,2,6,6,38,79,84,advanced_front_end
Ralph Hawkins,44007630,35,70,26,5,5,5,1,6,1,71,73,72,advanced_data_science
Juan Cooke,22384496,25,83,74,3,5,4,4,4,1,76,53,50,advanced_front_end
Juan Rodriquez,6529621,15,0,47,1,0,2,5,3,3,67,66,65,beginner_data_science
Sandra Thompson,33810354,27,55,44,3,1,2,6,3,3,73,72,78,advanced_backend
Roberta Brooks,33522157,0,22,14,1,6,4,2,2,2,100,79,58,beginner_backend
Ada Simmons,36631009,19,86,44,3,0,7,7,1,5,71,59,61,advanced_backend
Joyce Morris,7254845,39,50,15,4,1,7,0,8,3,63,68,65,advanced_data_science
Mike Joseph,19075578,0,84,50,3,2,6,8,0,2,72,76,70,advanced_backend
Linda Pelcher,7456854,41,12,76,5,1,2,8,4,2,55,82,61,beginner_data_science
Pedro Figueroa,1669898,72,21,18,3,9,5,4,6,5,60,66,66,beginner_front_end
Marco Ripson,99549673,41,35,31,4,8,2,4,5,6,75,77,59,beginner_front_end
Anna Mitchum,40955571,0,26,25,1,5,6,2,5,1,83,55,54,beginner_backend
Douglas Trejo,40818895,40,34,71,3,1,0,5,8,2,58,65,93,beginner_backend
Kim Pope,71025066,57,30,20,6,0,6,4,3,9,100,66,99,advanced_backend
Mary Perreault,94843523,5,19,24,3,4,9,1,2,1,53,70,75,beginner_data_science
Catherine Lance,15374551,38,16,0,6,6,2,6,1,3,70,71,81,advanced_backend
Toni Sikorski,55225737,35,92,37,4,7,1,6,4,4,51,83,77,advanced_front_end
Clara Scott,49904073,0,13,35,3,6,4,3,6,2,99,79,75,beginner_backend
Socorro King,73474259,69,70,49,3,2,6,4,7,4,60,47,62,advanced_data_science
Anne Lutz,95751248,36,65,23,6,5,5,2,7,1,63,59,50,advanced_data_science
Drew Rettig,90276169,4,86,49,6,8,1,2,4,2,51,92,44,advanced_front_end
Jacob Lee,38055723,17,19,11,2,2,4,3,4,4,69,65,73,beginner_data_science
Joseph Mintz,58036325,43,45,33,2,3,6,5,5,4,74,50,72,advanced_front_end
Anna Willis,81732003,100,40,53,4,9,6,5,3,3,46,55,57,beginner_front_end
Timothy Denning,39708722,49,26,29,9,3,6,0,0,0,80,68,88,advanced_data_science
Robert Vargas,11535700,42,46,66,3,3,8,2,2,3,64,93,71,beginner_data_science
Catherine Hall,43536155,74,47,61,2,5,1,2,5,4,62,75,80,beginner_data_science
Zelda Amaro,75185011,51,8,35,2,6,6,6,6,4,73,49,74,beginner_front_end
Wendy Carrillo,23956159,58,26,16,6,3,6,2,8,3,52,94,74,advanced_data_science
Leigh Owensby,7899332,66,33,20,2,5,2,1,3,1,56,59,50,beginner_front_end
George Vasquez,97253961,47,111,43,4,7,2,8,6,1,83,73,80,advanced_front_end
Milton Shanks,42016628,23,39,16,4,0,2,10,0,2,85,67.18730557,81,beginner_front_end
Aron Mcneely,10078825,52,75,34,4,4,7,3,5,6,57,66,49,advanced_backend
Betty Montgomery,82381850,31,13,74,2,0,11,2,1,2,50,85,65,beginner_data_science
Beverley Wood,3753581,35,56,43,4,3,3,1,4,1,87,48,80,advanced_data_science
Queenie Shaver,44121196,25,83,23,6,1,9,1,5,4,61,60,75,advanced_data_science
Brady Parra,37893394,57,31,26,3,4,2,1,3,1,61,52,47,beginner_front_end
Victoria Fenner,85443186,47,40,19,3,4,5,5,6,4,62,66,66,beginner_backend
John Doss,41286102,96,17,52,3,7,8,4,4,2,48,33,64,beginner_front_end
Linda Andrews,25753855,38,70,32,1,5,0,1,3,0,72,66,67.1104446,beginner_front_end
Kecia Snider,88739225,4,32,38,3,5,2,2,8,3,61,65,75,beginner_backend
Irving Burnham,4453349,17,9,39,0,0,9,2,3,2,51,85,79,beginner_data_science
Alfredo Ballin,22206411,73,39,53,0,6,7,4,5,1,71,91,80,beginner_data_science
Willis Stcyr,32810416,45,97,0,3,2,6,0,0,10,59,77,51,beginner_backend
Francisco Brandenburg,98394358,33,40,57,3,3,6,3,5,2,78,48,52,advanced_front_end
Thomas Fair,8049002,51,58,35,6,8,4,1,3,4,73,75,91,beginner_data_science
Frances Kohler,63250277,12,60,37,3,7,4,2,4,4,38,71,35,advanced_front_end
Mary Bain,37606591,7,40,25,5,3,7,7,2,10,82,83,61,advanced_backend
Connie Cataline,81998848,23,48,67,5,5,3,2,5,4,58,85,47,advanced_front_end
Russell Smith,32454343,10,67,43,2,2,5,2,5,3,66,41,56,advanced_data_science
Francesca Devlin,3278147,95,55,20,5,4,5,7,10,4,41,67,52,advanced_data_science
Joshua Wischmeyer,66815365,54,17,28,2,3,2,2,2,1,60,45,55,beginner_front_end
Donald Dodge,49601198,13,25,40,3,1,2,6,8,6,64,93,83,advanced_data_science
Mollie Fudge,60328850,72,0,58,3,8,4,5,1,1,50,69,71,beginner_front_end
Elisa Zamora,76409075,52,50,12,6,5,6,4,2,7,75,71,50,advanced_backend
Robert Sinclair,27651994,0,63,58,3,4,3,4,6,6,66,68,73,advanced_front_end
Donald Bates,25681744,61,39,29,3,7,3,3,3,1,61,75,57,beginner_front_end
Christopher Katz,46194698,56,67,42,3,3,4,4,6,5,46,65,66,advanced_backend
Kathleen Banta,39497888,44,0,64,4,2,5,3,7,1,68,49,75,beginner_front_end
Robert Corbitt,93078397,19,48,40,6,4,3,5,5,0,59,74,72,advanced_backend
Stephanie Vanmatre,73267137,39,64,22,0,4,0,6,0,2,65,81,67,advanced_backend
Shannon Grayson,83426992,17,29,34,4,5,2,6,2,5,73,70,68,beginner_backend
Violet Hughes,30417211,0,0,29,3,3,7,2,4,4,75,80,78,beginner_data_science
Roderick Clark,42231234,50,35,54,2,4,2,6,10,0,73,55,69,beginner_backend
Robert Cooper,74069034,42,53,10,3,5,4,2,8,0,63,34,47,beginner_backend
Jarrod Cordova,60684062,38,41,42,3,3,0,2,4,2,71,51,42,beginner_front_end
Andy Porath,42546396,34,45,6,3,5,3,0,6,4,83,83,56,beginner_front_end
Delia Williams,39013547,31,52,42,5,1,7,4,3,7,76,71,84,advanced_backend
Donald Murillo,32826444,33,53,53,0,5,1,5,6,1,54,48,72,advanced_front_end
Diana Holder,79896724,79,63,74,3,5,3,2,2,4,64,79,73,beginner_data_science
George Harper,19188767,29,43,0,3,7,3,2,5,3,82,79,64,beginner_front_end
Jessica Stubbs,48168475,42,46,71,3,3,6,4,3,3,59,76,57,beginner_data_science
Ilana Hoelscher,10824600,31,98,71,5,0,9,5,5,8,79,50,60,advanced_backend
Patricia Bishop,95628621,37,60,37,5,3,2,0,7,1,67,69,69,beginner_backend
Robert Asbell,17873114,43,53,47,2,3,1,2,6,3.367830486,72,72,78,beginner_backend
Blanche Cabral,96083298,0,2,25,2,1,4,4,1,4,58,34,48,beginner_data_science
Frank Cremin,75801079,30,28,49,4,7,0,0,3,2,44,90,52,advanced_front_end
Paul Nez,69592247,41,56,41,3,2,4,5,2,5,72,85,73,beginner_backend
Josh Davies,3045263,12,66,53,4,4,3,2,6,4,51,82,53,advanced_front_end
Virginia Metz,49546348,36,90,18,6,2,4,4,6,2,80,42,75,advanced_data_science
Monica Stein,5087021,45,53,22,3,5,2,6,5,5,44,73,67,advanced_backend
Carol Jones,98343925,62,62,39,3,4,3,5,5,3,64,76,73,advanced_front_end
Jonathan Ratcliff,96180717,0,63,45,4,3,8,6,6,8,51,78,51,advanced_backend
Theresa Wong,55653222,47,41,13,6,4,6,2,5,5,64,63,78,advanced_backend
John Gellert,12520824,99,0,82,4,5,7,5,9,5,44,10,65,beginner_front_end
Ethel Hazen,4848441,9,39,37,1,2,6,6,0,6,75,86,62,beginner_backend
Christopher Macias,74169412,1,73,69,5,5,0,0,5,2,62,75,68,advanced_front_end
Sherry Ayers,44718173,43,60,21,5,5,4,6,2,5,62,66,59,advanced_backend
Lora Pierson,70302875,35,76,9,6,8,3,2,7,6,86,63,47,beginner_front_end
Susan Townsend,76474167,46,34,12,4,7,3,6,5,5,83,80,67,beginner_front_end
Theresa Jablonski,67707687,45,54,66,5,4,8,3,0,2,52,74,64,advanced_data_science
Shirley Arnold,11404984,30,32,17,6,6,5,5,5,9,65,71,77,advanced_backend
Joyce Blackwood,51921556,74,33,17,2,1,1,5,6,3,59,80,68,advanced_backend
Charles Mahaffey,27915293,11,67,14,0,1,4,0,3,3,64.93900101,72,60,beginner_backend
David Knell,85112539,36,85,31,5,7,4,5,4,5,46,70,53,advanced_front_end
Amber Lewis,68842707,75,12,48,4,11,8,6,6,3,62,72,87,beginner_front_end
James Cook,70581113,37,23,65,3,4,3,3,6,3,68,73,76,advanced_front_end
Mary Dennard,41552945,33,28,45,1,4,3,4,6,2,38,68,72,beginner_data_science
Mark Sherman,63425974,17,55,37,2,3,6,0,2,4,59,47,77,advanced_data_science
Fred Harriott,82738442,65,74,6,8,3,7,5,3,2,60,70,90,advanced_data_science
Herbert Bollman,82703940,76,0,52,1,5,4,1,7,3,46,31,71,beginner_front_end
Lonny Scianna,85158906,53,45,71,2,1,3,4,8,0,76,62,64,beginner_backend
Marie Parkinson,66580028,12,73,47,8,5,6,7,2,5,64,45,70,advanced_backend
Arthur Mcnally,3382686,0,25,20,0,5,2,6,4,4,100,85,87,beginner_backend
Vivian Debem,53565990,29,56,94,5,3,3,1,0,5,52,53,54,beginner_data_science
Nancy Cash,55103770,10,30,25,3,4,0,0,8,1,74,40,71,beginner_backend
Ann Aiton,79027192,36,49,22,2,3,6,6,3,5,57,58,61,beginner_backend
Christopher Mitchell,66152591,61,68,6,3,6,2,6,1,1,45,54,69,advanced_backend
Ruth Rupe,34341244,56,57,46,1,6,4,0,5,5,48,89,99,beginner_data_science
Andy Childress,2523065,54,49,25,1,2,1,5,1,3,74,86,71,advanced_backend
Jane Foster,31321720,17,33,51,2,1,7,7,3,2,58,67,46,beginner_data_science
Madelyn Stratton,70793657,2,9,50,2,5,2,1,6,6,76,63,84,beginner_backend
Lorenzo Blades,53715985,61,33,75,2,3,5,5,6,2,69,87,76,beginner_data_science
Cassaundra Cortinas,9634508,23,46,38,5,4,3,5,4,4,79,100,87,beginner_backend
Darnell Fulton,36041621,50,42,46,4,5,4,3,3,3,71,77,84,beginner_data_science
Steven Bailey,66307841,11,28,44,4,6,1,2,9,2,76,66,92,beginner_backend
Christian Caron,54782300,31,35,19,1,5,2,4,5,4,54,72,81,advanced_front_end
Billy Hubbard,50333700,46,40,52,1,3,3,2,5,2,59,59,60,advanced_front_end
Robert Oliver,97707744,56,58,38,7,2,7,4,2,3,53,55,84,advanced_data_science
Leroy Sodomka,99433349,34,40,39,1,4,5,5,4,2,91,84,63,beginner_backend
Lucille Judkins,41651758,9,44,8,4,3,0,3,2,2,91,87,52,beginner_front_end
Anthony Landry,73203868,33,20,1,8,5,3,5,3,1,67,73,76,advanced_backend
Donald Depauw,2828582,66,2,37,3,6,4,2,5,2,66,74,54,advanced_front_end
Alfredo Hewitt,97326888,33,88,44,3,3,4,5,5,4,60,38,75,advanced_data_science
Chelsea Hill,88041602,53,42,39,6,3,3,3,3,2,68,49,79,advanced_data_science
Ethel Debonis,10849287,16,56,36,4,3,4,4,0,3,88,78,82,advanced_backend
John Tran,25887511,40,22,69,1,4,6,2,3,4,61,83,82,beginner_data_science
Raymond Azar,1752625,47,58,44,5,2,2,3,4,5,54,71,72,beginner_backend
Loree Pressley,88061140,33,44,28,3,0,4,6,5,2,68,73,69,beginner_backend
Theresa Peng,16834121,59,5,3,3,6,6,3,3,2,72,77,74,beginner_front_end
Bill Brown,64802636,75,40,0,4,3,1,9,1,3,65,57,63,advanced_backend
Dorothy Britt,99116429,5,44,55,8,3,5,0,0,7,62,46,78,beginner_data_science
Dorothy Escutia,81792913,42,83,10,5,5,5,4,11,0,65,44,35,advanced_data_science
James Wade,51700182,12,26,86,5,2,8,0,0,5,55,100,83,beginner_data_science
Stella Winter,38818218,20,59,32,5,1,8,0,4,5,60,60,83,advanced_data_science
Jada Gummer,58681866,44,14,36,5,2,8,1,4,4,40,75,64,advanced_data_science
Aurora Davis,37904891,20,75,44,2,6,3,5,5,3,48,65,55,advanced_front_end
Jonathan Brashears,7407259,38,47,39,2,2,0,3,6,2,81,75,74,beginner_backend
Zoraida Moler,1138138,71,43,47,4,3,5,4,5,2,60,48,57,advanced_data_science
Joseph Rogers,58707642,53,13,20,3,9,1,3,4,3,51,91,74,advanced_front_end
Deborah Martinez,74885828,61,35,15,6,4,5,4,3,8,76,68,88,advanced_backend
Cheryl Chong,15286062,27,71,18,5,5,0,2,3,5,86,62,32,beginner_front_end
Iris Boyda,46397570,27,40,47,1,2,2,3,8,3,81,54,57,beginner_front_end
Julia Coulson,45489500,14,39,1,2,2,5,1,5,3,81,63,53,beginner_backend
Peter Harvey,92645547,44,27,32,6,2,5,5,5,5,79,77,60,advanced_backend
Donna Osborn,86771083,49,59,31,2,5,5,1,4,5,88,87,88,beginner_data_science
Eric Stam,91832064,0,67,60,4,1,6,5,1,5,82,73,98,advanced_backend
David Stone,40193414,17,11,66,3,2,4,7,3,2,64,59,51,beginner_front_end
Frederick Martin,27128401,25,51,0,2,3,3,0,12,0,70,38,63,beginner_backend
Johnathan Jackson,59067535,39,44,7,3,4,2,0,2,0,77,61,47,beginner_front_end
Dolores Knapp,32716887,30,82,43,6,6,9,2,2,6,60,58,60,advanced_backend
Amanda Lang,72896021,36,17,13,2,2,4,1,6,0,83,52,64,beginner_front_end
Franklin Brown,92898564,45,33,74,1,4,9,4,5,0,46,79,60,beginner_data_science
Sharon Copley,16673978,38,42,31,4,2,5,4,5,5,73,81,62,advanced_backend
Irene Velez,99680203,45,95,63,5,2,7,4,5,4,56,44,69,advanced_backend
Wanda Hogg,75517613,15,16,58,3,4,4,6,4,3,80,73,74,beginner_backend
Steve Siwicki,24439636,53,15,31,3,3,5,5,4,4,83,88,86,beginner_data_science
Fred Boros,66248553,15,38,39,4,1,7,1,1,4,39,64,70,beginner_data_science
Richard Wenger,97877889,49,68,12,2,0,4,3,7,0,60,58,58,beginner_backend
Meredith Fulgham,845180,74,39,22,7,3,4,4,6,3,51,53,70,advanced_data_science
Oscar Singer,563381,50,15,9,0,4,2,2,6,4,74,36,55,beginner_front_end
Heather Fite,6681931,63,42,41,4,5,0,9,7,2,52,39,57,advanced_data_science
Steven Allman,67325509,70,56,66,5,2,5,3,1,3,71,27,84,advanced_data_science
James Sanfilippo,12590628,47,33,9,6,3,6,1,3,2,58,77,73,advanced_data_science
Scott Conner,91183698,10,69,55,5,2,7,7,5,6,60,58,67,advanced_backend
Dolores Sorrell,63082927,29,17,49,3,3,1,5,7,1,70,56,71,beginner_backend
Geneva Perez,6834247,28,31,67,2,4,11,4,3,0,59,87,61,beginner_data_science
Edward White,49606155,60,59,42,3,4,5,4,11,0,67,70,66,beginner_backend
Verda Austin,99900338,10,41,46,4,4,2,4,5,2,76,74,78,beginner_backend
Catherine Strutz,95610787,52,0,49,0,4,6,2,7,2,48,54,37,advanced_front_end
Norma Marshall,47620667,91,22,41,5,2,3,5,2,3,63,33,81,advanced_data_science
Sarah Garcia,14995091,52,29,50,3,5,5,7,6,1,82,71,72,beginner_backend
Billy Morris,24601303,69,0,10,3,3,4.048091374,1,5,1,65,49,82,beginner_front_end
Joan Ostrow,67708588,84,67,34,5,3,7,3,4,7,49,67,96,advanced_data_science
Gerald Drake,12839179,62,73,76,5,6,3,1,5,2,35,50,75,beginner_data_science
Kathleen Kirkland,53308790,19,53,44,3,6,3,4,5,4,59,88,61,advanced_front_end
Emily Beard,55011535,43,25,15,6,5,4,2,4,5,76,88,71,advanced_backend
John Patch,9203817,61,44,59,2,0,1,6,5,4,65,68,85,beginner_backend
Lauren Blumhardt,75546059,0,0,46,0,1,3,4,4,3,61,46,56,beginner_data_science
Bonnie Schultz,91005465,55,63,33,6,4,5,3,4,5,68,50,78,advanced_backend
Larry Pritchard,3161462,1,133,64,6,5,2,6,5,5,64,78,63,advanced_front_end
Harvey Harness,72903407,25,38,0,5,3,3,0,5,4,87,75,54,beginner_front_end
Jessie Higgins,40744198,14,40,41,3,6,0,3,4,2,83,92,58,beginner_front_end
Judy Fogarty,57302098,52,61,46,5,1,2,7,4,0,70,84,82,beginner_backend
Carrie Lohman,41372545,24,52,4,3,5,0,2,0,4,77,84,42,beginner_front_end
John Matson,55037707,64,44,45,4,4,6,2,3,2,57,64,72,advanced_data_science
Tracy Rojas,44986063,32,56,66,4,5,1,1,4,1,58,65,52,advanced_front_end
Annie Carter,98088595,32,55,12,3,2,1,0,4,0,87,50,40,beginner_front_end
Bernadette Neal,63290905,15,35,44,2,6,3,3,5,4,52,76,64,advanced_front_end
Angela Spruill,8937887,0,19,35,2,3,3,5,4,2,83,58,73,beginner_backend
Jeff Zahri,64800619,60,36,36,5,4,6,2,4,2,54,82,70,advanced_data_science
Paul Ojeda,43821601,59,35,46,3,1,5,1,4,4,67,37,73,advanced_data_science
Dora Flowers,87661994,85,91,49,1,0,3,9,3,6,52,53,54,advanced_backend
Scott Walker,7271473,43,65,3,3,0,1,6,2,5,60,69,61,beginner_backend
