NAME,USER_ID,HOURS_DATASCIENCE,HOURS_BACKEND,HOURS_FRONTEND,HOURS_IA,HOURS_BDD,NUM_COURSES_BEGINNER_DATASCIENCE,NUM_COURSES_BEGINNER_BACKEND,NUM_COURSES_BEGINNER_FRONTEND,NUM_COURSES_BEGINNER_IA,NUM_COURSES_BEGINNER_BDD,NUM_COURSES_ADVANCED_DATASCIENCE,NUM_COURSES_ADVANCED_BACKEND,NUM_COURSES_ADVANCED_FRONTEND,NUM_COURSES_ADVANCED_IA,NUM_COURSES_ADVANCED_BDD,AVG_SCORE_DATASCIENCE,AVG_SCORE_BACKEND,AVG_SCORE_FRONTEND,AVG_SCORE_IA,AVG_SCORE_BDD,PROFILE,FAV_COURS,HAT_COURS
Karen Nichols,73963787,28,64,49,19.12292462,61.92437005,5,4,5,2,1,4,2,3,1,1,64,74,100,30.2640292,3.727345063,intermediate_frontend,FRONTEND,IA
Aaron Vaughn,27815454,19,26,39,4.770501457,23.52198701,0,4,5,0,1,1,5,3,1,1,65,60,72,12.01164634,58.31565608,intermediate_frontend,FRONTEND,IA
Wes Roland,97569568,58,68,44,28.98087414,41.43869891,5,8,1,1,1,5,4,3,1,0,73,83,79,15.34084511,63.50790779,intermediate_backend,BACKEND,IA
Tami Chandler,1096275,24,40,51,17.92192254,1.556138711,4,5,7,2,2,0,2,3,0,0,31,77,93,8.152202213,56.80281025,intermediate_frontend,FRONTEND,IA
Tyler Sanders,18866124,5,11,68,2.813333903,6.73486375,3,5,0,2,1,5,3,7,1,0,74,67,76,5.969799549,58.96923086,intermediate_frontend,FRONTEND,IA
Darlena Collins,98013996,38,14,39,3.165498158,1.255360495,6,1,4,2,2,6,7,8,2,1,83,80,85,59.09180844,47.22382934,intermediate_frontend,FRONTEND,BDD
Mabel Wagnon,58509515,0,14,23,0,9.944819339,2,8,4,0,0,5,5,4,1,0,99,76,67,4.921219819,33.30213763,intermediate_datascience,DATASCIENCE,IA
Steven Maisano,93222939,55,28,25,12.06305012,10.9221741,2,5,2,1,0,1,5,2,2,0,64,69,56,6.145043784,33.4297413,intermediate_datascience,DATASCIENCE,IA
Joselyn Biderman,56444375,8,66,54,2.062914029,55.28796844,4,5,5,0,1,4,6,3,2,0,83,72,56,13.70845471,14.18826424,intermediate_backend,BACKEND,IA
Shirley Patino,32805955,58,49,39,32.79339673,46.18393302,5,7,5,0,1,2,3,3,0,2,58,92,33,39.95760233,34.9756702,intermediate_backend,BACKEND,FRONTEND
Jeffery Davidson,955654,21,0,49,10.58328138,0,0,2,4,2,0,1,7,5,0,2,45,62,65,5.219553188,49.45599551,intermediate_frontend,FRONTEND,IA
Katherine George,59326336,41,40,43,8.329561573,18.42221182,4,0,2,2,0,7,1,4,1,1,93,79,83,16.51117584,39.67340138,intermediate_datascience,DATASCIENCE,IA
Marilyn Vernon,7381190,80,0,59,5.404387476,0,2,5,6,2,0,3,1,0,1,2,36,65,79,33.72611207,11.92429111,intermediate_frontend,FRONTEND,BDD
Victor Santistevan,81055057,75,37,34,12.85741534,7.293910709,5,2,7,0,1,2,7,4,1,1,52,74,72,14.76142249,63.81277652,intermediate_datascience,DATASCIENCE,IA
Ann Johns,40349111,57,46,66,56.10973482,42.65731068,3,4,3,1,0,3,2,3,0,2,55,43,76,38.17251565,27.95248536,intermediate_frontend,FRONTEND,BDD
Daniel Vale,15164951,32,38,29,14.99350239,16.45399721,3,5,8,2,1,4,6,2,2,2,72,61,38,67.16857756,36.50999247,intermediate_datascience,DATASCIENCE,BDD
Emma Brock,36611855,71,79,1,61.58153083,13.17880654,4,3,3,1,1,3,6,3.367830486,2,2,64,56,58,2.65431331,54.28048921,intermediate_datascience,DATASCIENCE,FRONTEND
Tomas Artis,53692475,32,81,65,27.16007893,61.78127851,4,4,3,1,1,4,5,3,0,1,66,63,62,30.7915913,58.28907341,intermediate_backend,BACKEND,IA
Mary Bennion,13403292,25,25,40,12.78798894,5.478784311,0,1,9,1,2,2,5,1,1,1,39,80,75,20.87117049,11.72150832,intermediate_frontend,FRONTEND,BDD
Lillian Banks,41519888,82,20,0,57.94839209,2.870585501,3,9,7,2,1,3,4,3,0,0,69,66,71,52.49271173,48.9960078,intermediate_datascience,DATASCIENCE,BDD
Jackie Rosenstock,58247097,19,43,34,3.662288198,24.20349925,2,3,3,1,0,1,8,0,2,2,87,84,70,83.87920239,75.90230958,intermediate_backend,BACKEND,IA
Francisco Forbes,67587335,46,6,49,31.66624843,4.028971532,1,6,7,0,0,5,5,3,0,1,90,63,62,3.674942576,54.28864863,intermediate_datascience,DATASCIENCE,IA
Monique Parker,94830195,15,33,44,4.085768689,18.79557044,3,5,7,0,1,3,5,5,0,0,71,87,43,27.00609624,77.34045139,intermediate_backend,BACKEND,IA
Phyllis Eisenmann,59062538,31,50,47,25.793925,32.82553245,4,4,5,0,2,2,5,4,2,1,60,79,80,25.85385909,63.69424165,intermediate_backend,BACKEND,IA
Thora Yoho,83864628,38,66,32,3.181517058,7.624584812,5,1,7,2,2,0,5,6,0,1,67,57,85,64.76800132,56.36291856,intermediate_backend,BACKEND,BDD
Patricia Cooper,29001395,39,61,43,30.15240824,29.03710031,6,4,9,0,1,3,6,8,0,0,62,66,55,47.12786208,17.99977197,intermediate_backend,BACKEND,BDD
Theresa Poston,96873060,31,52,34,3.098044104,18.56496949,5,4,4,1,2,2,4,2,0,1,65,64,81,60.7947523,10.18516747,intermediate_backend,BACKEND,BDD
Donald Humes,4872515,56,68,66,49.34659727,66.1890659,5,4,6,2,1,5,3,2,1,0,64.93900101,99,69,8.793639127,7.505707832,intermediate_backend,BACKEND,IA
Winston Ruiz,18694938,21,65,57,6.388294881,3.225555722,0,0,3,2,0,7,2,7,2,2,81,85,85,2.002032788,70.00966405,intermediate_backend,BACKEND,IA
Linda Hall,44850673,61,8,36,39.91799525,2.386353624,1,3,5,1,2,1,6,0,1,2,59,64,70,57.29104996,28.96832182,intermediate_datascience,DATASCIENCE,BDD
Donna Fagnani,69697571,34,9,21,16.57507747,8.476759747,1,6,5,0,1,1,5,3,2,1,81,74,96,26.80549418,19.09765751,intermediate_frontend,FRONTEND,BDD
Daniel Bates,25901277,25,74,35,9.157578632,72.77871756,4,6,3,1,2,4,8,3.367830486,2,2,62,67,78,40.73570618,45.37441422,intermediate_backend,BACKEND,IA
Daniel Denison,96067266,82,4,56,52.92623032,3.299606431,2,4,8,1,2,4,6,1,2,2,49,38,72,7.698433824,0.032191458,intermediate_datascience,DATASCIENCE,BDD
Cristi Dale,74177880,26,53,25,24.63559749,4.027906933,2,7,4,2,2,4,4,4,0,1,54,87,56,29.88194747,17.11279658,intermediate_backend,BACKEND,BDD
Claudia May,12894186,105,0,16,4.333323474,0,1,11,9,0,0,6,3,3,1,0,47,54,83,44.23216779,20.4330283,intermediate_datascience,DATASCIENCE,BDD
Tommy Braden,75538425,49,45,69,45.02378994,18.00553467,5,4,1,0,0,5,3,5,2,2,78,48,59,54.81304453,10.1878846,intermediate_frontend,FRONTEND,BDD
Karen Malloy,98221719,30,53,36,18.27244965,42.74198609,5,2,7,0,2,2,2,4,1,0,56,69,80,25.29726005,23.63872798,intermediate_backend,BACKEND,IA
Josie Tessitore,85835768,95,39,38,76.69485857,2.145945187,3,8,4,1,0,2,4,2,1,2,51,46,50,47.03839527,7.608314557,intermediate_datascience,DATASCIENCE,BDD
Alene Masters,98682645,66,52,12,25.33574693,10.25069509,1,6,3,2,0,2,1,2,1,1,59,65,46,7.431365112,0.258572928,intermediate_datascience,DATASCIENCE,BDD
Maria Grizzle,41636671,70,7,48,33.02900824,3.424365464,3,6,2,2,2,4,4,3,1,1,59,54,58,27.68860002,26.80183807,intermediate_datascience,DATASCIENCE,BDD
John Reed,96843444,48,39,38,41.70483609,6.148258855,6,5,4,2,2,1,6,3,0,0,72,62,56,41.24393147,4.371440662,intermediate_datascience,DATASCIENCE,BDD
Paula Howell,9070737,0,51,32,0,35.32847228,5,4,5,0,2,9,1,7,0,1,84,71,72,1.146770268,51.14343082,intermediate_backend,BACKEND,IA
Leroy Welker,77673326,78,37,45,41.70344621,30.36838718,2,5,4,0,1,0,7,0,2,0,55,48,51,0.990936272,2.947590872,intermediate_datascience,DATASCIENCE,BDD
Dolores Bates,41417558,73,4,50,1.474229385,2.818079575,3,4,7,2,0,2,5,2,2,0,64,61,37,39.56600355,46.75820575,intermediate_datascience,DATASCIENCE,IA
Henry Piotrowski,59340023,33,46,62,5.233734193,20.25305083,3,4,0,1,1,0,6,1,0,2,37,75,50,24.2152918,4.617880334,intermediate_backend,BACKEND,BDD
Ruth Williams,89345518,30,28,49,19.25059524,24.59485466,4,3,4,2,1,0,2,2,2,0,59,45,63,57.92346461,43.79535247,intermediate_frontend,FRONTEND,BDD
Willis Gagnon,80713818,62,16,10,44.45256787,2.202978108,3,3.715143629,6,1,1,3,6,4,0,0,77,52,64,23.90478449,18.8011843,intermediate_datascience,DATASCIENCE,BDD
Sherri Stefaniak,85302400,20,42,18,11.65201874,10.93422052,5,6,4,2,0,1,5,7,1,1,24,100,39,8.227747942,30.00241545,intermediate_backend,BACKEND,IA
David Shaver,3699184,46,38,55,6.592261669,18.60250804,4,4,5,1,2,2,2,3,1,0,59,66,70,35.07387866,20.15820414,intermediate_frontend,FRONTEND,BDD
Charles Chauez,99241521,35,39,12,15.58919,2.392205356,2,6,2,2,0,4,6,3,0,2,88,59,58,65.29543972,14.25941144,intermediate_datascience,DATASCIENCE,BDD
Sandra Caruana,35697974,28,49,46,9.942653458,4.688603297,2,3,3,0,2,3,3,6,2,0,59,68,79,30.68258983,12.05133511,intermediate_frontend,FRONTEND,BDD
Maurice Odems,63610708,34,42,18,16.8524857,16.69262161,3,4,1,0,1,2,5,1,2,1,82,64,53,50.6607489,53.08480237,intermediate_datascience,DATASCIENCE,IA
David Rolle,31815460,9,17,39,7.832961311,16.04606704,0,5,7,0,1,4,5,3,0,0,71,64,59,14.64668666,29.52310203,intermediate_frontend,FRONTEND,IA
Christine Medina,54463644,0,43,58,0,39.06178881,0,4,7,0,1,3,7,3.367830486,0,0,66,60,34,47.25658984,5.990671595,intermediate_backend,BACKEND,BDD
Edward Morrison,70255481,36,49,44,3.02362205,22.83276806,5,4,1,2,1,2,2,5,1,1,61,46,76,24.56543358,37.66780272,intermediate_frontend,FRONTEND,IA
Carmen Stinson,99173124,29,12,54,25.81896674,1.705902534,4,2,1,0,1,7,2,3,2,0,58,52,46,33.48726381,44.7631301,intermediate_frontend,FRONTEND,BDD
Ruth Dozier,4819598,76,119,0,35.85430349,21.19481106,5,1,1,1,2,1,8,0,1,0,52,65,72,34.27753622,60.0279166,intermediate_backend,BACKEND,IA
Herminia Carter,81720559,29,71,49,21.5720022,26.80576988,6,2,10,1,1,3,3,10,0,1,82,68,70,0.602483977,3.174825265,intermediate_backend,BACKEND,IA
Doris Crawford,97680407,8,6,30,1.12031385,1.260445171,1,3,5,0,1,0,3,5,2,2,56,79,99,32.27133163,37.46080885,intermediate_frontend,FRONTEND,IA
Bill Barreto,83741843,17,58,11,11.40223194,4.812584475,3,6,3,0,2,1,6,5,1,2,70,65,78,65.98270801,39.29310401,intermediate_backend,BACKEND,BDD
David Gee,25992422,63,59,52,14.88853911,39.75287153,3,4,9,0,0,2,1,3,2,2,62,88,78,6.153455975,74.15217448,intermediate_backend,BACKEND,IA
Robin Wells,64979862,53,55,19,23.23418755,31.97967508,6,7,3,2,1,2,4,5,2,2,72,84,52,7.820870575,52.09600831,intermediate_backend,BACKEND,IA
Anna Robinson,82926261,0,38,16,0,11.0692768,3,3,2,1,2,0,8,1,0,2,74,63,78,14.75431341,28.83964065,intermediate_backend,BACKEND,IA
Harold Cotton,95641877,55,59,41,8.338585086,45.95795457,3,2,3,1,1,5,7,1,1,2,73,80,80,7.290378052,61.08297954,intermediate_backend,BACKEND,IA
Phillip Nisbett,82201725,49,65,43,4.511944163,50.4366777,4,2,3,1,2,6,7,0,0,1,66,65,76,56.33853459,30.11466336,intermediate_backend,BACKEND,IA
Deborah Walter,25484253,53,50,34,12.70644117,24.55009851,3,3,0,2,0,1,2,2,1,1,56,52,38,49.34930947,14.85098122,intermediate_datascience,DATASCIENCE,BDD
Denise Myers,54988848,45,20,46,4.500814051,1.93065111,5,6,4,2,1,4,7,5,0,0,77,47,57,36.48968226,27.43452561,intermediate_datascience,DATASCIENCE,BDD
Mary Mena,4418887,0,20,27,0,18.369388,3,4,4,1,1,6,3,4,0,0,81,82,75,64.0896111,41.92186806,intermediate_backend,BACKEND,BDD
Teri Lancaster,61183000,65,11,74,1.887593644,7.355265759,4,4,3,1,0,2,0,1,0,1,63,67,91,19.11629691,32.68610678,intermediate_frontend,FRONTEND,IA
James Laduke,44291426,9,60,15,5.559664506,14.82304915,5,5,2,1,0,3,6,5,1,2,94,80,54,47.36749543,15.33312043,intermediate_backend,BACKEND,BDD
Jeffrey Coulter,3792158,32,90,5,4.502650586,54.94090923,1,3,4,0,0,0,2,4,0,2,90,91,64,48.40189479,76.93628794,intermediate_backend,BACKEND,IA
Joseph Meil,551864,66,40,56,62.38065617,16.20085983,3,1,3,2,2,6,5,4,2,1,59,59,71,18.07201974,3.366376621,intermediate_frontend,FRONTEND,BDD
Dolores Anderson,92641342,31,71,48,28.92591627,45.10982442,3,6,3,1,1,9,6,4,0,2,94,62,99,55.20712224,3.318100757,intermediate_frontend,FRONTEND,BDD
Derek Busher,47804360,34,72,32,7.667105486,34.11870449,5,4,5,0,2,7,3,5,2,2,62,52,52,52.27304326,7.275084008,intermediate_backend,BACKEND,BDD
Georgina Lacour,34503539,24,40,21,14.74611116,19.41888601,5,4,1,1,0,3,8,2,1,1,69,66,85,65.2130468,7.398220987,intermediate_backend,BACKEND,BDD
Richard Diaz,33990764,6,0,32,0.168031917,0,3,2,7,1,1,0,2,4,2,2,64,61,80,19.50359746,53.84061667,intermediate_frontend,FRONTEND,IA
Beverly Upham,82055101,46,53,59,42.86227298,32.52746454,3,4,3,2,0,4,5,2,2,2,75,72,60,69.37768129,56.90315837,intermediate_backend,BACKEND,BDD
Chad Walker,31903601,34,48,37,17.78156848,3.83772918,3,1,6,1,0,5,6,8,2,0,68,77,58,42.65308944,21.92324607,intermediate_backend,BACKEND,BDD
Jason Moreno,66870418,65,40,68,2.809504842,2.614942818,4,5,0,2,2,0,3,1,2,0,48,80,52,28.81500144,21.2471074,intermediate_backend,BACKEND,BDD
Dong Padgett,42781984,11,71,69,3.767499923,21.65565586,5,4,0,2,2,2,4,3,2,2,72,71,93,8.846398757,28.79407104,intermediate_frontend,FRONTEND,IA
Kent King,51882616,36,42,49,2.766580627,18.07033185,2,6,2,1,1,2,4,2,1,1,59,73,57,41.91727224,38.05377598,intermediate_backend,BACKEND,IA
Rochelle Mitchell,79284412,31,66,6,12.18127762,18.16468891,1,3,5,0,2,1,3,3,1,0,88,74,59,27.0173501,24.47470216,intermediate_backend,BACKEND,IA
Debera Wright,49935940,27,54,24,18.08801124,35.17883234,2,4,3,1,1,1,5,0,1,2,72,69,53,30.70249431,62.48723262,intermediate_backend,BACKEND,IA
Ben Muffley,63552595,44,81,23,20.67515595,15.80374247,3,8,2,1,0,6,5,1,1,2,62,78,66,8.775095828,3.767068466,intermediate_backend,BACKEND,BDD
Ethelyn Karth,20362269,19,62,52,7.29072132,43.65674798,4,1,4,1,1,6,4,4,1,0,70,66,83,16.13744978,63.44451899,intermediate_frontend,FRONTEND,IA
Mark Hughes,85537321,0,16,54,0,12.37041187,2,5,4,0,0,2,4,4,1,1,81,86,78,50.37322247,48.97321997,intermediate_frontend,FRONTEND,IA
Megan Burns,37243177,23,36,0,5.633598051,4.475495073,7,3,1,2,2,2,2,7,0,0,94,68,49,57.73102317,64.26409939,intermediate_datascience,DATASCIENCE,FRONTEND
Jason Powell,68594670,40,46,35,4.00573151,29.93708719,3,1,3,0,0,4,4,6,2,1,77,76,95,35.29698939,52.87233701,intermediate_frontend,FRONTEND,IA
James Kisler,27943280,44,48,50,35.52994419,46.14892684,3,6,1,0,2,2,4,3,1,1,53,74,62,33.42232315,11.22117108,intermediate_backend,BACKEND,BDD
Lois Copeland,2183909,4,36,19,0.540959312,6.941657421,5,2,3,1,1,7,4,2,0,1,66,76,72,57.2326095,52.70249005,intermediate_backend,BACKEND,IA
Micheal Wells,77816268,43,61,19,25.60105476,55.4674727,3,4,3,1,1,6,8,4,1,2,55,72,75,1.767727156,69.74718891,intermediate_backend,BACKEND,IA
Linda Mobley,79440296,77,0,28,26.39101185,0,3,6,4,0,1,6,6,4,1,0,62,73,80,12.75605305,36.49868589,intermediate_datascience,DATASCIENCE,BDD
William Friedman,40445066,56,26,70,12.65478954,15.36456655,2,2,7,2,0,1,3,3,0,1,58,72,58,17.17719055,63.19870483,intermediate_frontend,FRONTEND,IA
Arthur Hoage,73676846,36,26,24,23.02086382,1.34998974,5,3,2,2,2,3,6,3,1,2,84,68,59,48.48267619,67.31527653,intermediate_datascience,DATASCIENCE,BDD
Jose Thomas,60718516,27,69,41,12.33906235,51.63271921,4,6,3,1,1,2,3,3,2,0,53,70,51,35.29321815,23.69589055,intermediate_backend,BACKEND,IA
Linda Clayborn,2213664,54,59,43,21.60785523,28.21811011,5,6,5,2,0,4,5,3,2,0,64,77,48,35.41385171,31.76320168,intermediate_backend,BACKEND,IA
Mary Morgan,80849456,30,22,84,17.78556015,15.86583662,3,0,3,2,0,3,2,5,0,1,44,84,64,30.69972829,23.09269332,intermediate_frontend,FRONTEND,BDD
Dan Ballinger,10793653,38,45,33,18.66816988,36.41314966,3,4,9,2,0,4,3,1,1,0,64,78,69,28.57281112,72.16045997,intermediate_backend,BACKEND,IA
Benjamin Solano,40174153,57,42,26,17.29859989,21.99944768,6,3,4,0,1,2,3,2,2,1,69,42,78,54.98397264,26.3114317,intermediate_datascience,DATASCIENCE,BDD
Joseph Mayer,37105747,79,12,22,44.16584173,3.163731759,1,4,5,0,0,1,4,1,0,2,58,40,59,4.194030184,30.28916251,intermediate_datascience,DATASCIENCE,BDD
Ruben Pastore,27305171,60,27,0,40.16991459,3.822457268,4,5,4,1,2,2,1,3,2,0,72,55,54,44.62951823,10.95811385,intermediate_datascience,DATASCIENCE,BDD
Dan Moore,857178,82,54,34,2.188839004,8.667168908,6,2,6,2,2,5,4,3,0,0,68,66,85,2.941315222,28.33655474,intermediate_datascience,DATASCIENCE,IA
John Coburn,56298940,26,43,45,12.11266495,37.27819012,5,3,1,1,1,4,4,4,0,0,67,76,80,15.47486905,48.41120058,intermediate_frontend,FRONTEND,IA
Adam Heroman,25075788,29,61,18,1.672815253,7.538263833,5,4,2,0,0,7,8,1,2,0,55,55,50,3.39668681,40.4737235,intermediate_backend,BACKEND,IA
Jeffrey Broadnax,51634779,20,38,29,3.728108281,14.61837478,6,5,3,1,1,3,2,0,1,1,64,58,63,38.02996886,38.09937707,intermediate_backend,BACKEND,IA
Heidi Tu,30823839,50,76,15,28.0254367,25.40487312,5,3,8,0,0,3,5,6,0,0,46,62,85,9.680141961,43.99677481,intermediate_backend,BACKEND,IA
Jeffrey Campbell,10145779,47,32,18,40.71087902,27.69458134,0,6,3,0,1,0,3,2,2,0,64.93900101,64,57,5.97423718,39.40880575,intermediate_datascience,DATASCIENCE,IA
Christopher Sneed,26569900,25,34,42,22.07014198,16.24157902,1,1,5,1,1,4,5,2,2,2,84,83,68,64.96230773,16.11517642,intermediate_backend,BACKEND,BDD
Mary Tedesco,63354414,41,37,19,2.867704416,36.86851744,5,4,5,2,2,1,7,3,2,0,47,76,68,0.026590848,41.48230729,intermediate_backend,BACKEND,IA
Barbara Jones,61437434,53,58,63,22.21256957,42.74917529,3,5,1,1,0,2,3,2,0,1,62,68,65,34.04296703,60.8287997,intermediate_frontend,FRONTEND,IA
Craig Dominquez,6861995,41,54,28,23.9032658,45.94987307,3,1,7,2,2,4,2,6,1,1,81,83,54,74.47367963,10.06208154,intermediate_backend,BACKEND,BDD
Michael Exum,84757614,27,10,0,3.970887423,0.98672266,4,3,5,1,2,6,1,11,2,0,99,96,67,78.01017663,22.70344785,intermediate_datascience,DATASCIENCE,BDD
Shirley Schwab,52691297,25,56,16,19.13580542,14.17372629,5,2,7,1,0,3,4,3,2,1,60,76,68,36.22960411,33.47639086,intermediate_backend,BACKEND,BDD
Eileen Harris,96439381,27,73,27,20.09435198,9.887572277,6,3,6,1,1,5,1,3,0,0,58,70,95,5.983086243,5.130463591,intermediate_backend,BACKEND,BDD
Debbie Ferebee,54396970,17,109,33,15.35679723,50.53479499,4,7,4,0,0,8,6,3,1,1,67,72,58,52.94273258,27.28574028,intermediate_backend,BACKEND,IA
Christi Winston,47242484,34,40,47,0.288524411,28.73149953,2,5,6,1,0,1,3,2,0,2,49,60,78,16.43263656,25.02053177,intermediate_frontend,FRONTEND,IA
James Bouchard,38578660,39,60,47,8.450685516,10.14381409,6,2,0,0,2,5,11,0,1,2,57,70,67.1104446,8.745203989,57.52289553,intermediate_backend,BACKEND,IA
Erna Verdino,97686946,35,32,88,28.951535,4.165393426,3,1,7,0,2,5,3,1,0,0,54,88,53,53.37597662,86.70890735,intermediate_frontend,FRONTEND,IA
Tricia Tilton,39598288,75,24,39,50.29350381,14.75060997,6,2,8,0,0,0,1,1,1,2,60,82,87,5.466590465,15.57978378,intermediate_datascience,DATASCIENCE,BDD
Billie Sailors,1594440,22,26,9,19.67657678,5.988131598,7,5,4,1,0,6,4,2,2,1,65,75,60,46.68766212,15.63776804,intermediate_backend,BACKEND,BDD
Dennis Turrie,82315344,38,47,58,2.172826872,22.52827837,7,3,1,1,1,4,1,6,0,1,77,78,72,27.17939964,71.1086426,intermediate_frontend,FRONTEND,IA
Edward Fuller,81220308,34,48,35,20.29677483,2.453650931,5,1,1,1,2,4,4,4,1,0,52,64,77,43.74998675,56.96975689,intermediate_backend,BACKEND,BDD
Elliot Mickey,40154452,40,38,20,22.761863,25.86328686,2,5,6,1,2,0,4,3,2,0,48,87,96,26.26997651,83.74047252,intermediate_backend,BACKEND,IA
Melissa Johnson,37422070,43,83,48,1.533999904,44.92925968,5,2,5,0,2,1,4,3,2,2,86,47,97,76.58180979,39.51581855,intermediate_frontend,FRONTEND,IA
Fred Mclane,96714242,79,19,58,40.56824408,12.30103508,3,5,2,2,0,5,4,3,1,1,53,58,72,29.38161777,31.70989543,intermediate_datascience,DATASCIENCE,BDD
Susan Shin,67776060,16,44,34,9.752324981,12.11788072,8,2,6,2,0,2,5,2,0,1,81,67,90,26.21053222,38.63518162,intermediate_frontend,FRONTEND,IA
Noelle Fears,9546487,29,74,71,5.547502052,20.61662018,4,3,1,0,1,5,6,4,2,1,83,69,98,79.72335542,29.48511171,intermediate_frontend,FRONTEND,BDD
Greta Knight,75853723,34,41,22,9.293205826,32.85578186,5,4,4,0,2,4,2,6,1,2,81,79,80,36.93181388,0.841712153,intermediate_backend,BACKEND,BDD
Twyla Jackson,93050777,41,7,55,26.2542412,5.029936191,0,2,6,2,2,3,3,3,0,2,75,76,69,63.77084685,37.61836828,intermediate_frontend,FRONTEND,BDD
Rita Baldwin,49183300,21,67,46,9.8343199,38.84181963,3,2,3,2,1,7,2,5,2,1,66,75,75,55.43989405,65.93615091,intermediate_backend,BACKEND,IA
Henry Emanuel,80373623,23,28,5,19.73431412,17.58801732,7,2,8,2,1,4,2,6,1,0,94,68,70,52.88347711,7.39525482,intermediate_datascience,DATASCIENCE,BDD
Nancy Dacus,35723869,8,56,65,2.739054128,5.266474052,2,5,4,2,1,4,8,2,2,2,65,51,58,32.56017609,10.65009393,intermediate_frontend,FRONTEND,BDD
Jeffrey Meade,45115833,19,21,74,5.066533509,17.97959739,3,0,8,2,2,3,2,2,0,0,55,65,53,16.2425013,11.31571163,intermediate_frontend,FRONTEND,IA
Tommy Guido,17748156,52,7,52,51.2130289,5.389349231,3,2,3,1,2,1,5,3,0,2,59,56,64,33.09161749,0.666221643,intermediate_frontend,FRONTEND,BDD
Derrick Wolcott,29988412,14,47,5,12.75590078,27.75310209,1,4,6,2,2,4,4,2,2,2,85,73,49,48.84435155,10.13927012,intermediate_backend,BACKEND,BDD
Benjamin Sisk,92581623,30,55,33,0.86978235,50.52273221,5,1,6,1,2,1,1,6,0,1,59,45,91,14.17669239,20.39653022,intermediate_frontend,FRONTEND,IA
Roy Hunter,21900414,36,49,34,27.74623015,8.263257477,5,2,7,1,1,4,3,7,0,1,73,71,73,58.74658975,57.1501281,intermediate_backend,BACKEND,BDD
Lauren Meyer,18791606,29,40,31,3.199708441,27.46629544,3,3,5,0,1,6,2,9,1,2,85,89,75,28.68661378,3.580270544,intermediate_backend,BACKEND,BDD
Marilyn Vanicek,21162471,0,22,41,0,21.18559911,0,4,2,0,1,1,5,6,2,2,75,70,83,56.55452725,29.4679744,intermediate_frontend,FRONTEND,BDD
Carlos Baker,72475658,19,35,25,5.200214803,10.85031376,0,2,3,2,2,2,5,3,2,1,83,65,64,82.00335663,54.90813189,intermediate_datascience,DATASCIENCE,BDD
Gary Joyce,71055948,51,4,13,13.73663983,0.061169256,2,7,2,0,1,4,3,3,1,1,72,84,71,71.67323532,77.75671718,intermediate_datascience,DATASCIENCE,BDD
David Hall,5576176,107,5,38,87.66710757,3.674337335,1,7,8,2,2,6,3,2,0,0,45,55,73,38.84915879,4.244136505,intermediate_datascience,DATASCIENCE,BDD
Ashley Hickmon,15170088,0,35,0,0,0.244311356,5,4,0,0,1,1,7,0,2,0,91,57,67.1104446,77.98400037,37.83140821,intermediate_backend,BACKEND,BDD
Ruby Warren,87190751,42,85,31,41.22759595,74.16536018,4,5,2,0,1,5,5,5,2,0,60,91,83,48.35819537,62.85771276,intermediate_backend,BACKEND,IA
Brett Lindblom,77013421,64,66,59,45.53682562,3.715882639,8,6,4,2,0,2,0,4,1,1,56,69,75,39.04676744,66.81101874,intermediate_backend,BACKEND,BDD
Terence Pool,59308662,0,26,18,0,16.97188298,4,6,6,0,2,4,4,4,0,1,81,81,63,14.90256517,2.538170171,intermediate_backend,BACKEND,IA
Pablo Hill,83924561,49,20,77,34.24745539,7.543682888,2,3,3,2,2,5,6,1,1,0,64,53,68,6.910014989,42.51533576,intermediate_frontend,FRONTEND,IA
James Rogers,1609685,83,47,0,82.95510258,9.557010725,3,8,6,0,0,1,0,3,2,1,63,66,52,36.04243992,40.60271975,intermediate_datascience,DATASCIENCE,BDD
Jessica Jefferson,77747910,80,28,36,56.81135061,25.1512352,7,3,4,2,0,2,0,0,0,0,68,63,93,46.00888222,4.465821229,intermediate_datascience,DATASCIENCE,BDD
Juan Acosta,56037725,63,27,0,47.98592543,20.148638,6,4,4,1,2,3,6,2,0,0,57,61,62,22.83278817,20.75419459,intermediate_datascience,DATASCIENCE,BDD
Charles Moran,39001722,44,33,52,41.28806067,11.23453868,4,7,2,2,0,1,3,1,1,0,68,68,56,64.51370226,37.36195827,intermediate_datascience,DATASCIENCE,BDD
Christopher Johnson,79369794,42,68,40,4.773352975,19.32241031,2,1,1,0,2,0,7,3,0,2,66,77,80,16.57188164,4.087703059,intermediate_backend,BACKEND,IA
Zelma Byrd,71174202,69,31,42,48.63011625,22.81638112,6,2,7,1,0,0,6,4,2,0,64,64,75,16.10384358,45.16311946,intermediate_datascience,DATASCIENCE,IA
Delia Forbes,32099230,5,25,17,4.25402979,20.91426907,7,3,9,1,2,6,2,9,2,2,97,90,42,84.27934986,78.65547994,intermediate_backend,BACKEND,FRONTEND
Howard Lopez,60172883,27,71,31,25.76822221,50.82538297,2,4,5,2,0,7,1,6,2,0,66,81,43,33.58733153,44.36802226,intermediate_backend,BACKEND,IA
John Johnson,67427579,44,54,68,9.282648747,34.55941815,4,3,5,2,2,4,3,3,0,2,54,53,54,1.942857246,36.08630841,intermediate_frontend,FRONTEND,IA
